Academic Journal|1543-2939|Journal of the Philosophy of Sport|Routledge|Y
Academic Journal|0032-4000|Journal of the Polynesian Society|Polynesian Society|Y
Academic Journal|1556-7699|Journal of the Professoriate|Journal of the Professoriate|Y
Academic Journal|1359-0987|Journal of the Royal Anthropological Institute|Wiley-Blackwell|Y
Academic Journal|0035-8835|Journal of the Royal College of Surgeons of Edinburgh|Edinburgh University Press|Y
Academic Journal|0267-5331|Journal of the Royal Society of Medicine (Supplement)|Sage Publications, Ltd.|Y
Academic Journal|0303-6758|Journal of the Royal Society of New Zealand|Taylor & Francis Ltd|Y
Academic Journal|1537-4467|Journal of the Semiconductor Environmental Safety & Health Association|Cognizant Communication Corporation|Y
Academic Journal|0352-5139|Journal of the Serbian Chemical Society|National Library of Serbia|Y
Academic Journal|1752-1963|Journal of the Society for American Music|Cambridge University Press|Y
Academic Journal|1071-5576|Journal of the Society for Gynecologic Investigation|Sage Publications|Y
Academic Journal|1715-894X|Journal of the Society for Integrative Oncology|Decker Publishing|Y
Academic Journal|0037-9751|Journal of the Society for Psychical Research|Society for Psychical Research|Y
Academic Journal|0037-9816|Journal of the Society of Archivists|Routledge|Y
Academic Journal|1088-145X|Journal of the Society of Pediatric Nurses|Wiley-Blackwell|Y
Academic Journal|1019-9128|Journal of the South African Veterinary Association|African Online Scientific Information System PTY LTD|Y
Academic Journal|1553-5975|Journal of the South Carolina Academy of Science|South Carolina Academy of Science|Y
Academic Journal|0081-4776|Journal of the Statistical & Social Inquiry Society of Ireland|Statistical & Social Inquiry Society of Ireland|Y
Academic Journal|0040-313X|Journal of the Tennessee Academy of Science|Tennessee Academy of Science|Y
Academic Journal|1304-0871|Journal of the Turkish Anaesthesiology & Intensive Care Society - JTAICS / TÅrk Anestezi ve Reanimasyon Dergisi|Aves Yayincilik Ltd. STI|Y
Academic Journal|1309-0399|Journal of the Turkish-German Gynecological Association|Aves Yayincilik Ltd. STI|Y
Academic Journal|1311-7629|Journal of the University of Chemical Technology & Metallurgy|University of Chemical Technology & Metallurgy|Y
Academic Journal|1017-8422|Journal of the University of YÅzÅncÅ Yil, Faculty of Veterinary Medicine / YÅzÅncÅ Yil öniversitesi Veteriner Fakultesi Dergisi|University of Yuzuncu Yil, Faculty of Veterinary Medicine|Y
Academic Journal|1045-8077|Journal of the Urban & Regional Information Systems Association|Urban & Regional Information Systems Association|Y
Academic Journal||Journal of the Utah Academy of Sciences, Arts & Letters|Utah Academy of Sciences, Arts & Letters|Y
Academic Journal|0507-0252|Journal of the Viola da Gamba Society of America|Viola da Gamba Society of America|Y
Magazine|0022-5169|Journal of the West|ABC-CLIO|
Academic Journal|1539-5758|Journal of the Wooden O Symposium|Southern Utah University Press|Y
Academic Journal|0022-5185|Journal of Theological Studies|Oxford University Press|Y
Academic Journal|0861-6663|Journal of Theoretical & Applied Mechanics|De Gruyter Open|Y
Academic Journal|0219-6336|Journal of Theoretical & Computational Chemistry|World Scientific Publishing Company|Y
Academic Journal|0022-5193|Journal of Theoretical Biology|Academic Press|Y
Academic Journal|1027-3662|Journal of Theoretical Medicine|Taylor & Francis Ltd|Y
Academic Journal|0951-6298|Journal of Theoretical Politics|Sage Publications|Y
Academic Journal|1086-4431|Journal of Theory Construction & Testing|Tucker Publications, Inc.|Y
Academic Journal|1088-3487|Journal of Therapeutic Horticulture|American Horticultural Therapy Association|Y
Academic Journal|1388-6150|Journal of Thermal Analysis & Calorimetry|Springer Science & Business Media B.V.|Y
Academic Journal|1879-0992|Journal of Thermal Biology|Elsevier Science|Y
Academic Journal|1097-1963|Journal of Thermal Envelope & Building Science|Sage Publications|Y
Academic Journal|1059-9630|Journal of Thermal Spray Technology|Springer Science & Business Media B.V.|Y
Academic Journal|0149-5739|Journal of Thermal Stresses|Taylor & Francis Ltd|Y
Academic Journal|0892-7057|Journal of Thermoplastic Composite Materials|Sage Publications|Y
Academic Journal|8755-3449|Journal of Third World Studies|Association of Third World Studies|Y
Academic Journal|1538-7933|Journal of Thrombosis & Haemostasis|Wiley-Blackwell|Y
Academic Journal|2090-8067|Journal of Thyroid Research|Hindawi Publishing Corporation|Y
Academic Journal|0143-9782|Journal of Time Series Analysis|Wiley-Blackwell|Y
Academic Journal|2041-7314|Journal of Tissue Engineering|Hindawi Publishing Corporation|Y
Academic Journal|1753-8416|Journal of Topology|Oxford University Press|Y
Academic Journal|0914-9198|Journal of Toxicologic Pathology|Japanese Society of Toxicologic Pathology|Y
Academic Journal|0388-1350|Journal of Toxicological Sciences|Japanese Society of Toxicology|Y
Academic Journal|1687-8191|Journal of Toxicology|Hindawi Publishing Corporation|Y
Academic Journal|0098-4108|Journal of Toxicology & Environmental Health|Taylor & Francis Ltd|Y
Academic Journal|1528-7394|Journal of Toxicology & Environmental Health: Part A|Taylor & Francis Ltd|Y
Academic Journal|1093-7404|Journal of Toxicology & Environmental Health: Part B|Taylor & Francis Ltd|Y
Academic Journal|0731-3810|Journal of Toxicology -- Clinical Toxicology|Taylor & Francis Ltd|Y
Academic Journal|0731-3829|Journal of Toxicology -- Cutaneous & Ocular Toxicology|Taylor & Francis Ltd|Y
Academic Journal|0731-3837|Journal of Toxicology -- Toxin Reviews|Taylor & Francis Ltd|Y
Academic Journal|0733-4680|Journal of Trace & Microprobe Techniques|Marcel Dekker|Y
Academic Journal|1479-4012|Journal of Transatlantic Studies (Edinburgh University Press)|Edinburgh University Press|Y
Academic Journal|1479-4012|Journal of Transatlantic Studies (Routledge)|Routledge|Y
Academic Journal|1043-6596|Journal of Transcultural Nursing|Sage Publications|Y
Academic Journal|2090-3081|Journal of Transfusion|Hindawi Publishing Corporation|Y
Academic Journal|1479-5876|Journal of Translational Medicine|BioMed Central|Y
Academic Journal|1067-8182|Journal of Transnational Law & Policy|Florida State University College of Law|Y
Academic Journal|1547-5778|Journal of Transnational Management|Taylor & Francis Ltd|Y
Academic Journal|0022-524X|Journal of Transpersonal Psychology|Association for Transpersonal Psychology|Y
Academic Journal|2090-0007|Journal of Transplantation|Hindawi Publishing Corporation|Y
Academic Journal|0966-6923|Journal of Transport Geography|Pergamon Press - An Imprint of Elsevier Science|Y
Academic Journal|0022-5266|Journal of Transport History|Manchester University Press|Y
Academic Journal|0733-947X|Journal of Transportation Engineering|American Society of Civil Engineers|Y
Academic Journal|1058-6199|Journal of Transportation Management|Delta Nu Alpha Transportation Fraternity|Y
Academic Journal|1943-9962|Journal of Transportation Safety & Security|Taylor & Francis Ltd|Y
Academic Journal|1529-9732|Journal of Trauma & Dissociation|Taylor & Francis Ltd|Y
Academic Journal||Journal of Trauma Counseling International|Journal of Trauma Counseling International|Y
Academic Journal|1752-2897|Journal of Trauma Management & Outcomes|BioMed Central|Y
Academic Journal|1536-2922|Journal of Trauma Practice|Taylor & Francis Ltd|Y
Academic Journal|0894-9867|Journal of Traumatic Stress|John Wiley & Sons, Inc.|Y
Academic Journal||Journal of Travel & Tourism Marketing|Taylor & Francis Ltd|Y
Academic Journal|1195-1982|Journal of Travel Medicine|Wiley-Blackwell|Y
Academic Journal||Journal of Travel Research|Sage Publications|Y
Academic Journal|1055-1387|Journal of Tree Fruit Production|Taylor & Francis Ltd|Y
Academic Journal|0971-636X|Journal of Tropical Agriculture|Journal of Tropical Agriculture|Y
Academic Journal|0128-1283|Journal of Tropical Forest Science|Forest Research Institute of Malaysia|Y
Academic Journal|1511-8525|Journal of Tropical Medicinal Plants|Tropical Botanics Sdn Bhd|Y
Academic Journal|1687-9686|Journal of Tropical Medicine (16879686)|Hindawi Publishing Corporation|Y
Academic Journal|1006-8775|Journal of Tropical Meteorology|Guangzhou Institute of Tropical & Oceanic Meteorology, China Meteorological Administration|Y
Academic Journal|0142-6338|Journal of Tropical Pediatrics|Oxford University Press|Y
Academic Journal|0852-257X|Journal of Tropical Soils / Jurnal Tanah Tropika|University of Lampung, Faculty of Agriculture|Y
Academic Journal|1468-5248|Journal of Turbulence|Taylor & Francis Ltd|Y
Academic Journal|1300-1744|Journal of Turgut Ozal Medical Center|Inonu University, Faculty of Medicine|Y
Academic Journal|1307-699X|Journal of Turkish Society of Obstetrics & Gynecology|Turkish Society of Obstetrics & Gynecology|Y
Academic Journal|1300-7874|Journal of TÅrklÅk Bilimi Arastirmalari|Turkluk Bilimi Arastirmalari Dergisi|Y
Academic Journal|0228-1635|Journal of Ukrainian Studies|Canadian Institute of Ukrainian Studies|Y
Academic Journal||Journal of Undergraduate Research in Psychology|James Epps, Ph.D.|Y
Academic Journal|1550-0195|Journal of Unitarian Universalist History|Unitarian Universalist Historical Society|Y
Academic Journal|0735-2166|Journal of Urban Affairs|Wiley-Blackwell|Y
Academic Journal|1357-4809|Journal of Urban Design|Routledge|Y
Academic Journal|1099-3460|Journal of Urban Health|Springer Science & Business Media B.V.|Y
Academic Journal|0096-1442|Journal of Urban History|Sage Publications|Y
Academic Journal|0733-9488|Journal of Urban Planning & Development|American Society of Civil Engineers|Y
Academic Journal|1063-0732|Journal of Urban Technology|Routledge|Y
Academic Journal|1754-9175|Journal of Urbanism|Routledge|Y
Academic Journal|1018-1172|Journal of Vascular Research|Karger AG|Y
Academic Journal|1049-6467|Journal of Vegetable Crop Production|Taylor & Francis Ltd|Y
Academic Journal|1548-1689|Journal of Vegetable Science|Taylor & Francis Ltd|Y
Academic Journal|1100-9233|Journal of Vegetation Science|Wiley-Blackwell|Y
Academic Journal|2044-0324|Journal of Venom Research|Library Publishing Media|Y
Academic Journal|0272-4634|Journal of Vertebrate Paleontology|Taylor & Francis Ltd|Y
Academic Journal|0957-4271|Journal of Vestibular Research: Equilibrium & Orientation|IOS Press|Y
Academic Journal|1479-3261|Journal of Veterinary Emergency & Critical Care|Wiley-Blackwell|Y
Academic Journal|0891-6640|Journal of Veterinary Internal Medicine|Wiley-Blackwell|Y
Academic Journal|0931-184X|Journal of Veterinary Medicine Series A|Wiley-Blackwell|Y
Academic Journal|0931-1793|Journal of Veterinary Medicine Series B|Wiley-Blackwell|Y
Academic Journal|0140-7783|Journal of Veterinary Pharmacology & Therapeutics|Wiley-Blackwell|Y
Academic Journal|1077-5463|Journal of Vibration & Control|Sage Publications|Y
Academic Journal|1392-8716|Journal of Vibroengineering|Public Institution VIBROMECHANIKA publisher Journal of Vibroengineering|Y
Academic Journal|1355-5502|Journal of Victorian Culture (Edinburgh University Press)|Edinburgh University Press|Y
Academic Journal|1355-5502|Journal of Victorian Culture (Routledge)|Routledge|Y
Academic Journal|1748-0329|Journal of Viral Entry|Remedica Medical Education & Publishing|Y
Academic Journal|1352-0504|Journal of Viral Hepatitis|Wiley-Blackwell|Y
Academic Journal|0166-0934|Journal of Virological Methods|Elsevier Science|Y
Academic Journal|0022-538X|Journal of Virology|American Society for Microbiology|Y
Academic Journal|1470-2029|Journal of Visual Art Practice|Taylor & Francis, Ltd.|Y
Academic Journal|1047-3203|Journal of Visual Communication & Image Representation|Academic Press|Y
Academic Journal|1745-3054|Journal of Visual Communication in Medicine|Taylor & Francis Ltd|Y
Academic Journal|1470-4129|Journal of Visual Culture|Sage Publications|Y
Academic Journal|0145-482X|Journal of Visual Impairment & Blindness|American Foundation for the Blind|Y
Academic Journal|1045-926X|Journal of Visual Languages & Computing|Academic Press|Y
Academic Journal|1343-8875|Journal of Visualization|Springer Science & Business Media B.V.|Y
Academic Journal|1363-6820|Journal of Vocational Education & Training|Routledge|Y
Academic Journal|1052-2263|Journal of Vocational Rehabilitation|IOS Press|Y
Academic Journal|0377-0273|Journal of Volcanology & Geothermal Research|Elsevier Science|Y
Academic Journal|0742-0463|Journal of Volcanology & Seismology|Springer Science & Business Media B.V.|Y
Academic Journal|1477-8920|Journal of Water & Health|IWA Publishing|Y
Academic Journal|0733-9496|Journal of Water Resources Planning & Management|American Society of Civil Engineers|Y
Academic Journal|0003-7214|Journal of Water Supply: Research & Technology-AQUA|IWA Publishing|Y
Academic Journal|0733-950X|Journal of Waterway, Port, Coastal & Ocean Engineering|American Society of Civil Engineers|Y
Academic Journal|0973-6336|Journal of Wavelet Theory & Applications|Research India Publications|Y
Academic Journal|1553-3611|Journal of Website Promotion|Taylor & Francis Ltd|Y
Academic Journal||Journal of Wellness Perspectives|Expert Health Data System, Inc.|Y
Academic Journal|1533-2888|Journal of Whiplash & Related Disorders|Taylor & Francis Ltd|Y
Academic Journal|0022-541X|Journal of Wildlife Management|Wiley-Blackwell|Y
Academic Journal|1071-2232|Journal of Wildlife Rehabilitation|International Wildlife Rehabilitation Council|Y
Academic Journal|0167-6105|Journal of Wind Engineering & Industrial Aerodynamics|Elsevier Science|Y
Academic Journal|0957-1264|Journal of Wine Research|Routledge|Y
Academic Journal|0895-2841|Journal of Women & Aging|Taylor & Francis Ltd|Y
Academic Journal|0888-5621|Journal of Women & Religion|Center for Women & Religion|Y
Academic Journal|1059-7115|Journal of Women's Health|Mary Ann Liebert, Inc.|Y
Academic Journal|1524-6094|Journal of Women's Health & Gender-Based Medicine|Mary Ann Liebert, Inc.|Y
Academic Journal|1540-9996|Journal of Women's Health (15409996)|Mary Ann Liebert, Inc.|Y
Academic Journal|1042-7961|Journal of Women's History|Johns Hopkins University Press|Y
Academic Journal|1554-477X|Journal of Women, Politics & Policy|Taylor & Francis Ltd|Y
Academic Journal|0277-3813|Journal of Wood Chemistry & Technology|Taylor & Francis Ltd|Y
Academic Journal|1555-5240|Journal of Workplace Behavioral Health|Taylor & Francis Ltd|Y
Academic Journal|1938-4998|Journal of Workplace Rights|Baywood Publishing Company, Inc.|Y
Academic Journal|1931-8235|Journal of World Christianity|Journal of World Christianity|Y
Academic Journal|1045-6007|Journal of World History|University of Hawaii Press|Y
Academic Journal|1869-2338|Journal of World of Turks / Zeitschrift fÅr die Welt der TÅrken|AYMAN Verlag - und Media-Service|Y
Academic Journal|0892-7537|Journal of World Prehistory|Springer Science & Business Media B.V.|Y
Academic Journal|1546-0924|Journal of Worry & Affective Experience|Psychological Publishing|Y
Academic Journal|0895-3996|Journal of X-Ray Science & Technology|IOS Press|Y
Academic Journal|2039-4713|Journal of Xenobiotics|PAGEPress|Y
Academic Journal|1305-970X|Journal of Yasar University|Yasar University|Y
Academic Journal|0975-1483|Journal of Young Pharmacists|Medknow Publications & Media Pvt. Ltd.|Y
Academic Journal|0047-2891|Journal of Youth & Adolescence|Springer Science & Business Media B.V.|Y
Academic Journal|1541-0412|Journal of Youth Ministry|Association of Youth Ministry Educators|Y
Academic Journal|1367-6261|Journal of Youth Studies|Routledge|Y
Academic Journal|1029-7847|Journal of Youth Studies (10297847)|Hong Kong Federation of Youth Groups|Y
Academic Journal|0947-5745|Journal of Zoological Systematics & Evolutionary Research|Wiley-Blackwell|Y
Academic Journal|0952-8369|Journal of Zoology|Wiley-Blackwell|Y
Academic Journal|1188-9136|Journal on Developmental Disabilities|Ontario Association on Developmental Disabilities|Y
Academic Journal|1522-6379|Journalism & Communication Monographs|Sage Publications|Y
Academic Journal|1077-6958|Journalism & Mass Communication Educator|Sage Publications|Y
Academic Journal|1077-6966|Journalism & Mass Communication Monographs|Association for Education in Journalism & Mass Communication|Y
Academic Journal|1077-6990|Journalism & Mass Communication Quarterly|Sage Publications|Y
Academic Journal|0094-7679|Journalism History|E.W. Scripps School of Journalism|Y
Academic Journal|1461-670X|Journalism Studies|Routledge|Y
Academic Journal|1079-5006|Journals of Gerontology Series A: Biological Sciences & Medical Sciences|Oxford University Press|Y
Academic Journal|1079-5014|Journals of Gerontology Series B: Psychological Sciences & Social Sciences|Oxford University Press|Y
Academic Journal|1049-0809|Joyce Studies Annual|University of Texas Press|Y
Academic Journal|1013-5472|JPMI: Journal of Postgraduate Medical Institute|Journal of Postgraduate Medical Institute|Y
Academic Journal|0741-8825|JQ: Justice Quarterly|Routledge|Y
Academic Journal|2048-0040|JRSM Cardiovascular Disease|Sage Publications, Ltd.|Y
Academic Journal||JRSM Shorts|Sage Publications, Ltd.|Y
Academic Journal|0389-4304|JSAE Review|Elsevier Science|Y
Academic Journal|0739-5086|Judaica Librarianship|Association of Jewish Libraries, Inc.|Y
Academic Journal|0022-5762|Judaism|American Jewish Congress|Y
Academic Journal|0047-2972|Judges' Journal|American Bar Association|Y
Academic Journal|1930-2975|Judgment & Decision Making|Society for Judgment & Decision Making|Y
Academic Journal|1085-4681|Judicial Review|Hart Publishing Ltd.|Y
Academic Journal|0354-3447|Jugoslovenska Medicinska Biohemija / Yugoslav Medical Biochemistry|National Library of Serbia|Y
Academic Journal||JUIS: Journal of Undergraduate International Studies|JUIS: Journal of Undergraduate International Studies|Y
Academic Journal|2050-5868|Juncture|Wiley-Blackwell|Y
Academic Journal|1176-5119|Junctures: The Journal for Thematic Dialogue|Otago Polytechnic|Y
Academic Journal|2008-3645|Jundishapur Journal of Microbiology|Kowsar Corporation|Y
Academic Journal|1735-7780|Jundishapur Journal of Natural Pharmaceutical Products|Kowsar Corporation|Y
Academic Journal|2252-052X|Jundishapur Scientific Medical Journal|Jundishapur University of Medical Sciences, Editorial Office|Y
Academic Journal|1934-2039|Jung Journal: Culture & Psyche|Taylor & Francis Ltd|Y
Academic Journal|1068-8498|Juniata Voices|Juniata College|Y
Academic Journal|0170-1452|JURA - Juristische Ausbildung|De Gruyter|Y
Academic Journal|1224-9173|Juridical Current|Juridical Current|Y
Academic Journal|0897-1277|Jurimetrics: The Journal of Law, Science & Technology|American Bar Association|Y
Academic Journal|1392-6195|Jurisprudencija|Mykolas Romeris University|Y
Academic Journal|0022-6858|Jurist: Studies in Church Order & Ministry|Catholic University of America Press|Y
Academic Journal|0022-6920|Juristische Rundschau|De Gruyter|Y
Academic Journal|0128-6730|Jurnal Syariah|University of Malaya, Academy of Islamic Studies|Y
Academic Journal|1411-2485|Jurnal Teknik Industri|Petra Christian University, Institute of Research & Community Outreach|Y
Academic Journal|1584-9341|Jurnalul de Chirurgie|Classic & Laparoscopic Surgery Research Center (Gr. T. Popa Medical University of Iasi)|Y
Academic Journal|2065-4855|Jurnalul Pediatrului|Romanian Society of Pediatric Surgery|Y
Magazine|1943-2208|Jury Expert|American Society of Trial Consultants (ASTC)|
Academic Journal|2360-4026|Jus et Civitas|Petroleum - Gas University of Ploiesti|Y
Magazine|0211-7754|Justicia|Libreria Bosch, S.L.|
Academic Journal|1309-2030|KADER: Kelam Araptyrmalary Dergisi|Kelam Arastirmalari Dergisi|Y
Academic Journal|0022-7498|Kadmos|De Gruyter|Y
Academic Journal|1300-6045|Kafkas Universitesi Veteriner Fakultesi Dergisi|University of Kafkas, Faculty of Veterinary Medicine|Y
Academic Journal|1014-9341|Kair¢s|Seminario Teologico Centroamericano|Y
Academic Journal|1854-9373|KAIROS -- Slovenian Journal of Psychotherapy|Slovenian Umbrella Association for Psychotherapy|Y
Academic Journal|1846-4580|Kairos: Evandeoski Teoloski Casopis|Biblical Institute|Y
Academic Journal|1846-4599|Kairos: Evangelical Journal of Theology|Biblical Institute|Y
Academic Journal|0127-4082|Kajian Malaysia: Journal of Malaysian Studies|Universiti Sains Malaysia|Y
Academic Journal|0378-0473|K†§ina|Universidad de Costa Rica|Y
Academic Journal|0149-9114|Kansas History|Kansas State Historical Society|Y
Academic Journal|1055-8942|Kansas Journal of Law & Public Policy|Kansas Journal of Law & Public Policy|Y
Academic Journal|0083-4025|Kansas Law Review|Kansas Law Review|Y
Academic Journal|0022-8745|Kansas Quarterly|Arkansas Review|Y
Magazine||Kansas Quarterly / Arkansas Review|Arkansas Review|
Academic Journal|1846-0836|Kardio List|Croatian Cardiac Society|Y
Academic Journal|2078-8975|Kemerovo State University Bulletin|State Educational Institution of Higher Professional Education, Kemerovo State University (KemSU)|Y
Academic Journal|0022-9830|Kemija u Industriji|Croatian Society of Chemical Engineers|Y
Academic Journal|1086-3249|Kennedy Institute of Ethics Journal|Johns Hopkins University Press|Y
Academic Journal|1535-0215|Kennedy School Review|President & Fellows of Harvard College|Y
Academic Journal|0163-075X|Kenyon Review|Kenyon Review|Y
Academic Journal|2249-233X|Kerala Journal of Orthopaedics|Kerala Orthopaedic Association|Y
Academic Journal|1064-1211|Key Words|American Society for Indexing|Y
Magazine||Keyboard Companion|Keyboard Companion|
Academic Journal|2305-2643|Khyber Medical University Journal|Asianet-Pakistan|Y
Academic Journal|0940-7936|Kidney|Springer Science & Business Media B.V.|Y
Academic Journal|1420-4096|Kidney & Blood Pressure Research|Karger AG|Y
Academic Journal|1369-3050|Kidney Forum|Continuum International Publishing Group Ltd|Y
Academic Journal|0085-2538|Kidney International|Nature Publishing Group|Y
Academic Journal|2157-1716|Kidney International Supplement|Nature Publishing Group|Y
Academic Journal|1331-1441|Kinesiology|Faculty of Kinesiology University|Y
Academic Journal|0023-1584|Kinetics & Catalysis|Springer Science & Business Media B.V.|Y
Academic Journal|1475-9292|Kinetoplastid Biology & Disease|BioMed Central|Y
Academic Journal|0961-5768|King's Law Journal|Hart Publishing Ltd.|Y
Magazine||Kinsey Today|Kinsey Institute for Research in Sex, Gender & Reproduction, Inc|
Magazine|1528-9729|Kiplinger's Personal Finance|Kiplinger Washington Editors Inc.|
Magazine|1056-697X|Kiplinger's Personal Finance Magazine|Kiplinger Washington Editors Inc.|
Magazine|1948-7428|Kirkus Reviews|Kirkus Media, LLC|
Academic Journal|1301-143X|Klimik Journal / Klimik Dergisi|Aves Yayincilik Ltd. STI|Y
Academic Journal|1302-0099|Klinik Psikiyatri Dergisi|Klinik Psikiyatri Dergisi|Y
Academic Journal|1017-7833|Klinik Psikofarmakoloji Bulteni|Klinik Psikofarmakoloji Bulteni (Bulletin of Clinical Psychopharmacology)|Y
Trade Publication|1369-7633|KM Review|Melcrum Publishing Ltd.|
Trade Publication|1099-8284|KM World|Information Today Inc.|
Academic Journal|0968-0160|Knee|Elsevier Inc.|Y
Academic Journal|0942-2056|Knee Surgery, Sports Traumatology, Arthroscopy|Springer Science & Business Media B.V.|Y
Academic Journal|1053-8798|Knowledge & Policy|Springer Science & Business Media B.V.|Y
Academic Journal|0897-1986|Knowledge in Society|Springer Science & Business Media B.V.|Y
Academic Journal||Knowledge Management for Development Journal|Routledge|Y
Trade Publication|1369-7633|Knowledge Management Review|Melcrum Publishing Ltd.|
Academic Journal|1094-9046|Knowledge Quest|American Library Association|Y
Academic Journal|1946-4789|Knowledge, Technology & Policy|Springer Science & Business Media B.V.|Y
Academic Journal|0950-7051|Knowledge-Based Systems|Elsevier Science|Y
Academic Journal|0164-0259|Knowledge: Creation, Diffusion, Utilization|Sage Publications|Y
Magazine|0454-1138|Kobunshi|Society of Polymer Science|
Academic Journal|1084-1776|Kodaly Envoy|Organization of American Kodaly Educators|Y
Magazine|1225-8113|Korea Focus|Korea Foundation|
Academic Journal|0023-3900|Korea Journal|Korean National Commission|Y
Academic Journal|2005-6419|Korean Journal of Anesthesiology|Korean Society of Anesthesiologists|Y
Academic Journal|0250-3360|Korean Journal of Breeding Science|Korean Society of Breeding Science|Y
Academic Journal|1229-4802|Korean Journal of Critical Care Medicine|Korean Society of Critical Care Medicine|Y
Academic Journal|1226-4407|Korean Journal of Obesity|Korean Society for the Study of Obesity|Y
Academic Journal|2288-3665|Korean Journal of Occupational & Environmental Medicine|Korean Society of Occupational & Environmental Medicine|Y
Academic Journal|1738-1843|Korean Journal of Pathology|Korean Society of Pathologists|Y
Academic Journal|1226-4512|Korean Journal of Physiology & Pharmacology|Korean Society of Pharmacology|Y
Academic Journal|2005-6737|Korean Journal of Urology|Korean Urological Association|Y
Academic Journal|0145-840X|Korean Studies|University of Hawaii Press|Y
Academic Journal|1531-023X|Kritika: Explorations in Russian & Eurasian History|Slavica Publishers|Y
Academic Journal|1567-715X|KronoScope|Brill Academic Publishers|Y
Academic Journal|2072-7763|KUST Medical Journal|Asianet-Pakistan|Y
Academic Journal|1024-8684|Kuwait Journal of Science & Engineering|Kuwait University, Academic Publication Council|Y
Academic Journal||Kybernetes|Emerald Group Publishing Limited|Y
Academic Journal|0023-5962|Kyklos|Wiley-Blackwell|Y
Academic Journal|1225-6951|Kyungpook Mathematical Journal|Kyungpook Mathematical Journal|Y
Academic Journal|0328-6169|La Aljaba, Segunda Epoca. Revista de Estudios de la Mujer|Editorial de la Universidad Nacional de La Pampa|Y
Academic Journal|1138-6363|La Perinola|Servicio de Publicaciones de la Universidad de Navarra, S.A.|Y
Academic Journal|0255-6952|La Revista Latinoamericana de Metalurgia y Materiales, RLMM|Universidad Simon Bolivar, Departmento de Ciencia de los Materiales|Y
Academic Journal|1473-0189|Lab on a Chip - Miniaturisation for Chemistry & Biology|Royal Society of Chemistry|Y
Academic Journal|1645-7927|Laborat¢rio de Psicologia|Instituto Superior de Psicologia Aplicada|Y
Academic Journal|0023-6772|Laboratory Animals|Sage Publications, Ltd.|Y
Academic Journal|0007-5027|Laboratory Medicine|American Society for Clinical Pathology|Y
Academic Journal|0700-3862|Labour / Le Travail|Athabasca University Press|Y
Academic Journal|0961-5652|Labour History Review (Liverpool University Press)|Liverpool University Press / Journals|Y
Academic Journal|0961-5652|Labour History Review (Maney Publishing)|Maney Publishing|Y
Academic Journal|0706-1706|Labour, Capital & Society|Saint Mary's University / International Development Studies|Y
Academic Journal|1320-5331|Lakes & Reservoirs: Research & Management|Wiley-Blackwell|Y
Magazine|1048-9487|Lambda Book Report|Lambda Literary Foundation|
Academic Journal|0099-5355|Lancet|Lancet|Y
Academic Journal|1473-3099|Lancet Infectious Diseases|Elsevier Science|Y
Academic Journal|1474-4422|Lancet Neurology|Elsevier Science|Y
Academic Journal|1470-2045|Lancet Oncology|Elsevier Science|Y
Magazine|1064-0401|Land Use Law Report|Eli Research, Inc.|
Magazine|0883-0746|Landlord v. Tenant|Vendome Group LLC|
Academic Journal|1492-9600|Landscapes/Paysages|Canadian Society of Landscape Architects|Y
Academic Journal|1612-510X|Landslides|Springer Science & Business Media B.V.|Y
Academic Journal|1435-2443|Langenbeck's Archives of Surgery|Springer Science & Business Media B.V.|Y
Academic Journal|0743-7463|Langmuir|American Chemical Society|Y
Academic Journal|0097-8507|Language|Linguistic Society of America|Y
Academic Journal|0169-0965|Language & Cognitive Processes|Psychology Press (UK)|Y
Academic Journal|0271-5309|Language & Communication|Pergamon Press - An Imprint of Elsevier Science|Y
Academic Journal|0921-5034|Language & Computers|Editions Rodopi BV|Y
Academic Journal|0950-0782|Language & Education: An International Journal|Taylor & Francis Ltd|Y
Academic Journal|1470-8477|Language & Intercultural Communication|Routledge|Y
Academic Journal|0963-9470|Language & Literature|Sage Publications|Y
Academic Journal|1057-6037|Language & Literature (10576037)|Trinity University|Y
Academic Journal|0023-8309|Language & Speech|Sage Publications|Y
Academic Journal|1048-9223|Language Acquisition|Taylor & Francis Ltd|Y
Academic Journal|0360-9170|Language Arts|National Council of Teachers of English|Y
Academic Journal|0965-8416|Language Awareness|Taylor & Francis Ltd|Y
Academic Journal|0047-4045|Language in Society|Cambridge University Press|Y
Academic Journal|0023-8333|Language Learning|Wiley-Blackwell|Y
Academic Journal|1574-020X|Language Resources & Evaluation|Springer Science & Business Media B.V.|Y
Academic Journal|0388-0001|Language Sciences|Pergamon Press - An Imprint of Elsevier Science|Y
Academic Journal|1362-1688|Language Teaching Research|Sage Publications, Ltd.|Y
Academic Journal|0265-5322|Language Testing|Sage Publications, Ltd.|Y
Academic Journal|0790-8318|Language, Culture & Curriculum|Taylor & Francis Ltd|Y
Academic Journal|0161-1461|Language, Speech & Hearing Services in Schools|American Speech-Language-Hearing Association|Y
Academic Journal|0278-6273|Laser Chemistry|Hindawi Publishing Corporation|Y
Magazine|1043-8092|Laser Focus World|PennWell Corporation|
Academic Journal|0898-1507|Lasers in Engineering (Old City Publishing)|Old City Publishing, Inc.|Y
Academic Journal|0268-8921|Lasers in Medical Science|Springer Science & Business Media B.V.|Y
Academic Journal|0884-3236|Late Imperial China|Johns Hopkins University Press|Y
